0.9583771208	3 62 9 3 4
0.9514888322	3 120 3 62
0.9489960752	3 33 9 3 4
0.9474720289	3 62 22 3 4
0.9448442326	3 120 3 33
0.9368006474	3 120 138 236 679
0.9360247823	3 8 22 20 3 62
0.9348190705	68 20 3 4 22 3 4
0.9338585074	1322 3 120 3 33
0.9306921966	27 48 3 4
0.9217507876	353 1322 3 120 3 33
0.9151527721	371 3 120 43 20 627 372
0.8890915909	3 62 3 42
0.8878154585	3 120 3 14
0.8873660828	3 14 3 14
0.8829832346	3 62 3 14
0.8771052460	3 42 3 62
0.8695384580	3 120 3 8
0.8685146640	3 14 3 8
0.8644864154	3 18 3 62
0.8593104953	3 18 3 33
0.8569085680	3 14 3 62
0.8556186329	3 8 9 3 4
0.8495156851	3 4 3 8 3 8
0.8483030179	3 120 3 4
0.8427966117	3 33 3 18
0.8401862039	3 8 3 8
0.8382155380	3 4 3 18 35 3
0.8368999421	3 264 9 3 4
0.8362202223	3 8 17 3 8
0.8345235564	3 18 3 8
0.8326057869	3 14 9 3 4
0.8202687890	3 62 3 18
0.8193140550	3 4 3 42
0.8110811176	3 14 22 3 4
0.8051865774	3 18 3 14
0.8038108862	1521 23 3 264
0.8023052949	3 8 3 62
0.8013394875	3 62 3 264
0.7928731857	3 62 27 3 62
0.7917827856	3 4 43 3 18
0.7908561694	3 120 3 62 3 14
0.7899182761	3 33 3 33
0.7889970038	3 4 27 20 3 4
0.7868936189	3 120 3 33 3 62
0.7868936189	3 33 3 62 3 120
0.7860240755	3 62 22 3 14
0.7848626105	3 62 3 62
0.7834150996	3 120 138 236 641
0.7800202236	3 33 3 120
0.7725819445	3 8 3 42
0.7718292544	3 18 3 120
0.7691213069	3 4 3 18 3 14
0.7680396759	3 4 22 3 8
0.7627683877	3 14 3 264
0.7593114186	3 8 22 20 3 8
0.7564479659	318 651 22 3 4
0.7562191718	3 4 34
0.7557815001	3 120 3 120
0.7518972798	3 33 3 4
0.7506472892	3 33 3 62 3 4
0.7478225302	1153 3 4 3 4 34
0.7476816495	3 42 3
0.7464990872	3 33 3 8
0.7463809884	3 120 138 17 679
0.7458314526	3 4 3 18
0.7454455227	3 18 3 62 3 8
0.7413188218	3 62 17 3 62
0.7402252886	3 235 3 235
0.7395496837	3 4 3 33
0.7381995602	3 62 3 8
0.7376838187	3 4 3 33 167
0.7376730348	1521 23 3 14
0.7341033795	25092 17 3 4
0.7335826946	3 8 3 18
0.7325209533	3 8 3 14
0.7308614945	3 4 9 1040
0.7301933968	3 18 3 62 3 62
0.7300583517	35 3 14 353 3 8 2182
0.7299748897	3 4 22 20 3 62
0.7263685933	3 8 3 8 3 8
0.7262597833	3 33 9 11
0.7213105494	3 62 22 20 3 8
