3_136_3_36,0.9645067675
3_21_3_36,0.9616318899
3_136_3_151,0.9589613472
3_21_3_1023,0.9574677082
1557_3_136_3_36,0.9572300743
3_36_9_3_4,0.9546940202
450_3_136_48_23_758_451,0.9517328441
3_4_3_109,0.9471518822
426_1557_3_136_3_36,0.9456184027
3_136_157_281_820,0.9455256730
3_136_3_624,0.9377299791
3_303_3_50,0.9350554600
3_1023_9_3_4,0.9315128145
76_23_3_50_25_3_39,0.9299206859
3_4_19_3_4,0.9240235393
3_358_3_295,0.9107595751
3_4_3_15,0.9036870063
3_4_3_295,0.8575285921
3_39_3_50,0.8561348697
199_430_3_36,0.8323355883
3_50_25_3_303,0.8279365920
3_4_3_36,0.8159660832
3_4_3_21,0.8144158290
225_4560,0.8137659723
3_303_3_1815,0.8134297696
38_3_36_95_788,0.8077022420
293_4560,0.8062743851
3_98_3_98,0.8059654137
3_303_19_3_303,0.8026343880
3_372_19_27,0.7990019179
3_36_3_514,0.7871815657
3_303_3_2934,0.7867977025
38_3_16_3_3223,0.7805581508
3_98_30_3_4,0.7722150512
38_3_36_760,0.7716940555
3_36_3_1153,0.7681372361
199_26_3_36,0.7662014861
3_1023_3_514,0.7639862890
3_280_3_1937,0.7562861740
3_50_9_3_4,0.7540879394
3_1464_3_45,0.7539264280
3_4_48_3_21,0.7483665860
3_36_9_3_21,0.7455686922
3_53_9_3_4,0.7452488425
38_3_16_426,0.7402490601
199_23_3_36,0.7396911040
1476_25_3_765,0.7373172118
760_350_3_21,0.7276603593
3_1099_3_646,0.7274184877
3_21_19_3_21,0.7268621161
3_50_3_109,0.7266332659
3_436_9_3_303,0.7262449049
3_109_3_517,0.7251450225
3_280_3_2873,0.7251077339
38_3_16_3_771_127_89_453_319_1143,0.7248245521
3_789_3_12,0.7241044348
3_21_31748_1013_501_31756,0.7239472946
3_136_30_3_136,0.7217027185
38_3_16_3_514,0.7175747424
3_36_48_3_21,0.7174644786
323_5253,0.7169343523
3_303_19_26580,0.7152043760
23_3_50_139,0.7151758091
3_303_3_12,0.7140228616
23_3_942_139,0.7133340785
3_303_9_3_4,0.7110789216
1821_30_3_4,0.7092662577
3_303_3_4,0.7078602998
1548_156_3_136,0.7003551541
751_350_3_136,0.6944832850
3_372_3_98,0.6940415751
3_136_157_281_1072,0.6895913809
3_53_25_3_39,0.6868446796
3_4_3_15_1350,0.6856011675
1377_3_4_3_12,0.6782105329
3_372_3_20_6299,0.6774892707
3_21_9_3_303,0.6767623188
3_136_3_823,0.6750802115
3_1661_9_3_303,0.6736194508
986_9_3_21,0.6691630292
483_69_3_840_2570_33_3_4_3_539,0.6686798283
3_4_3_50_25_3_303,0.6675918407
3_4_9_3_21,0.6659887880
3_303_48_3_21,0.6655718714
38_3_16_426_3_8,0.6621933630
3_12_3_21,0.6584929628
3_136_19_3_136,0.6582101453
3_4_3_517,0.6580926493
3_98_19_3_372,0.6559328944
3687_23_3_36,0.6467658579
3_21_74_1072,0.6466938188
38_3_16_3_3223_1613,0.6446574606
3_50_9_3_303,0.6439502308
3_4_3_4_19_3_4,0.6430868453
3_21_48_3_21,0.6424527314
430_3_280_3_2873,0.6415867069
3_136_3_2771,0.6396399827
14_3_15_3_303,0.6383958540
3_539_1179_38,0.6381270201
785_25_3_303,0.6373090938
3_136_281_820,0.6356703848
6299_88_3_514,0.6343536554
1072_350_3_136_157,0.6339277402
38_3_16_426_3_1937,0.6334578335
2452_25_3_303,0.6330838857
3_12_3_3629,0.6320480592
3_1464_3_1224,0.6314773543
426_608_25_3_136,0.6263746794
3_514_9_3_303,0.6226612880
3_771_48_3_21,0.6222265738
14_3_15_3_303_3_4,0.6201763490
3_36_350_3_136,0.6177591738
3_136_48_23_758_451_4585,0.6176954748
3_4_3_36_189,0.6162880847
199_430_3_36_37_9_3_303_3_4_3_21,0.6161203220
3_4_3_372_3,0.6135386151
3_1464_3_2700,0.6133130970
3_4_3_4_3_4_3_4_3_4,0.6109406980
483_69_3_840_2570_33_3_4_3_539_312_3_229_37_3,0.6095996844
3_372_3_20,0.6078790890
3_136_157_815_9,0.6065134510
3_36_3_2399,0.6053373638
1072_1076_3_136,0.6036696546
3_50_25_26580,0.6031060037
3_303_1346_3_136,0.6024000130
3_36_9_3_4_852_3_12,0.6019556892
1072_155_156_3_136,0.6003845065
483_3_21_26_3_36_9,0.6001533014
3_700_3_229,0.5993779620
3_36_74_883,0.5993654798
3_98_3_45,0.5963417674
3_136_3_1631,0.5950379169
3_53_3_1507,0.5908736352
3_36_74_2252,0.5908731053
9_3_4_852_3_12,0.5907949735
32_33_23_3_36,0.5903422621
3_136_3_45,0.5901513352
3_1023_9_3_21,0.5867491430
3_36_3_2881,0.5867454334
3_50_19_3_50,0.5866529574
852_3_12_37,0.5865893749
3_436_281_1952,0.5863290920
3_53_25_3_4,0.5858850027
74_76_3_4,0.5856650023
3_3473_2_3_4_19_3_4,0.5853915684
3_98_350_23_3_1631_37,0.5834223535
3_36_74_760,0.5808146681
3_12_3_249_1555,0.5789052295
3_372_3_268,0.5780399564
11_3_12_3_21,0.5775013007
3_4_3_517_3_539,0.5761577473
38_1557_3_136_3_36_760_350_3_21_19_95_788_756_26_6569_11000,0.5756492725
3_271_3_295,0.5750620231
3_36_74_76_3_4,0.5727368924
3_1631_9_3_303_3_4_3_21_762_26_3_136_3_36_760_1014_770_3_21,0.5705964579
92_23_3_1937_37,0.5699363928
3_4_14_3_15,0.5687253138
3_4_3_4_3_4_3_4,0.5687091759
968_23_3_98,0.5684019255
26_3_436_138_430_3_21_3_36_9_3_303_3_4_3_21_426,0.5680500983
514_25_23_35_3_36_74_760_26_3_77_25_3_4_3_21_38_3_16_426,0.5667673661
3_53_3_2934,0.5659617553
3_12_3_249,0.5653362580
350_3_136_157_1238,0.5632692391
23_3_36_4922,0.5618638594
1075_30_3_136,0.5610664687
514_25_23_35_3_36_74_760_26_3_77_25_3_4_3_21_38_3_16_3,0.5609443284
1072_19_3_136,0.5583516055
20606_3_36_760_3_4_1467_3_21,0.5571418658
38_3_16_2740,0.5569065415
2810_25_3_303,0.5547305203
3_136_3_1491,0.5537773348
3_436_74_826,0.5530509948
2570_33_3_4_3_539_312_3_229_37,0.5514669131
3_280_770_23_3_36_4922,0.5503916920
4585_23_3_53,0.5498532344
1194_30_3_136,0.5497900396
3_1507_3_295,0.5481170262
152_4499,0.5476101052
19430_19431,0.5473073182
760_3_4_751,0.5468974063
38_3_16_207,0.5462162880
23_3_36_139,0.5447426414
29470_3_53_9_3_4_11_3_12_3_21,0.5445531915
3_136_14_3_15,0.5442863860
3_4_1831_11_3_12,0.5431032264
3_771_3_98,0.5425109270
10914_4560,0.5419553570
9_3_303_3_4_3_21,0.5415066325
3_624_9_3_4,0.5413238895
151_152_4499,0.5395677397
3_1464_3_700,0.5390488716
29470_3_53_37_3_39_3_50,0.5377927201
2489_25_3_303,0.5375319199
3_136_3_136,0.5370595165
199_430_3_36_9_3_303_3_4_3_21_3_16,0.5362326039
3_50_37_3_303,0.5347657318
2740_2056,0.5328190186
199_430_3_36_9_26599_14712_26612_3_4_3_21,0.5310293039
11_3_12_37,0.5306092415
3_1464_3_20,0.5301971817
3_45_3_68,0.5291232048
3_303_3_4_3_21_142_1168_114_3_4_4199_3_280_3,0.5282113346
3_50_25_3_136,0.5279703482
3_136_9_3_303,0.5275759279
3_36_74_76,0.5266573025
23_3_36_4370,0.5263185939
3_120_3_436,0.5256823389
3_136_147_157,0.5252189874
3_16_3_807,0.5248637025
25_29470_3_53_9_3_39_3_50_37_3_4_11_3_12,0.5245171876
762_26_3_36_760_3_21,0.5241170556
23_3_436_139,0.5234805295
38_3_16_3_771,0.5229148343
14_3_15_3_303_3_4_3_8375_48_23_3_36_9,0.5225342342
3_280_3_2423,0.5221861371
987_3_303_3_4_3_21,0.5221269546
3_4_3_20,0.5217549815
3_136_3_9135_281,0.5215314838
3_15_3_4,0.5214405714
1072_3_136_904,0.5213839404
146_3_136_904,0.5202997367
3_3102_3_436,0.5201877843
1072_155_156_3_136_157,0.5182645187
3_12_3_806,0.5161353885
3_829_25_3_303,0.5145458772
3_1815_25_3_303,0.5139089166
5934_5935,0.5129962529
430_3_36_76,0.5127460750
108_27,0.5126247941
3_36_9_1245,0.5110823958
3_7584_3_209,0.5093651606
2385_3_1507_3_295,0.5088765985
3_372_3_45,0.5085541849
3_136_3_36_760_3_4_3_21,0.5068520926
3_21_3_3155,0.5066215659
3_514_25_23_3_36_37,0.5061168817
3_765_3_21_1501_88_3,0.5057836098
76_33_23_3_36,0.5041983206
3_136_1557_3_36,0.5036173008
908_25_3_21,0.5035038547
3_1137_25_3_4,0.5025967909
25_3_4_159_3_303_762_3_867_25_23_785_788_26_2458_457_3066_33_3_624,0.5025592171
3_136_3_867,0.5021603196
770_23_3_36,0.5021184606
3_2609_3_436,0.5019478016
3_4_23_3_4,0.5018369561
760_3_4_3_21,0.4999160471
199_430_3_36_9_3_303_3_4_3_21,0.4994510249
929_33_23_3_36,0.4978202346
23_3_151_152,0.4971780740
3_21_38_3_16,0.4971132624
3_4_3_98,0.4969464635
788_23_3_36,0.4951844282
2650_3_136_157,0.4934724045
9730_33_3_9804_26747,0.4926879166
3_21_3_280_770_26_3_36,0.4922289467
3_136_157_19_5073,0.4919756152
3_50_25_3_5095,0.4915846747
350_3_21_3_234,0.4911647246
1279_25_3_436,0.4901094117
1072_350_3_136,0.4884572285
1821_30_23_3_4,0.4874438687
31486_3_12_37_29470_3_53,0.4871097127
770_26_3_36_76,0.4866367004
3_98_88_3_514,0.4861511249
815_9_23_3_36,0.4859593620
3_1815_3_295,0.4857849462
26_3_1631_199,0.4847225756
3_789_19_3_789,0.4845157378
151_152,0.4832502999
3_136_3_1099,0.4831367403
27056_3_21_30_3,0.4820400920
3_36_14_3_15,0.4801643952
3_140_25_23_3_36_37,0.4800626978
1072_350_3_136_904,0.4793280079
38_3_36_760_3_4,0.4791272510
3_12_3_806_1555,0.4775677107
4403_350_3_136,0.4772418410
3_98_19_3_372_3_45,0.4768680848
9_29470_3_53_37_3_39,0.4767369596
3_234_3_21,0.4761447567
3_21_3_771,0.4753645665
3_12_25_3_789,0.4752268484
26_3_280_3_1937,0.4749212968
38_3_151_152,0.4746127646
3_303_3_36,0.4737829581
483_69_3_840,0.4730215813
3_36_76_23_3_50_25_3_39_32731_19_32732_9_1377_3_4_3_12,0.4727396537
1072_9_23_3_36,0.4727320028
9_3_789_3_77,0.4719884922
3_98_3_517,0.4718024009
9_3_4_11_3_12,0.4716817852
155_156_3_136_3_624,0.4714649349
820_9_23_3_36,0.4713639061
3_4_762_26_3_136_3_36_760_1014_770_3_21,0.4701096270
762_23_3_36_760,0.4694444598
33_23_3_36,0.4687435868
760_23_3_53,0.4681467323
38_3_16_3_771_3_98,0.4665593603
3_136_3_1491_37_3_136,0.4665079258
3_514_25_430_3_36_9_3_4,0.4653933078
23_3_894_37,0.4652440070
3_12_350_3_21,0.4649740198
1072_350_3_136_157_19_820,0.4638519276
30_1286_3_514,0.4638282418
155_156_3_136_3_1099,0.4637877139
6299_26_3_436,0.4637498058
92_3_21_74,0.4632823726
9_29470_3_53,0.4625812452
23_3_4_3_3473,0.4623434342
3_21_3_136,0.4619783868
38_3_1815_25,0.4613090312
3_303_3_4_3_21_38_3,0.4606990990
3_313_3_436,0.4589513441
38_3_16_483_69_3_840,0.4587732063
3_280_770_26_3_36_5632_3_151_756_23_3_77,0.4565321993
3_36_37_404,0.4563689280
26_3_436_138_430_3_21_3_36_9_3_303_3_4,0.4557504572
28341_3_136_28342,0.4553743626
38_3_16_207_3_1937,0.4550531168
3_136_3_4758,0.4544494626
3_39_19_3_39,0.4542318307
3_136_3_1280,0.4542191162
350_1557_3_136,0.4524689788
3_36_19_3_7584,0.4523555698
14_3_15_3_39_3_4,0.4522683425
1557_25_3_136,0.4515314414
1070_25_3_151,0.4511830943
28582_3_12_37,0.4510714364
30674_27082_30674_27082_30674_27082_30674_27082_30674_27082_30674_27082_30674_27082_30674_27082_30674_27082_30674_27082,0.4504614422
3_36_139_3_140_37,0.4495352708
3_36_74_1939,0.4494674771
38_3_16_2011_3_840,0.4494276964
258_4560,0.4490626275
3_21_26_3_136_3_36,0.4488808987
3_120_9_3_303,0.4487785129
3_36_9_11,0.4484016663
1491_530_531,0.4482990012
3_514_25_23_35_3_36,0.4480671822
430_3_36_9_3_303_3_4_3_21_426,0.4467333525
26_3_280_3_2075,0.4456822858
3_303_3_867,0.4453528874
2570_33_3_4_3_539,0.4453498782
3_39_3_4,0.4447874124
45_3_68_88_26_3_12_3_3629_88_1346_25_23_3_514_25_3_21_3_36,0.4445991186
531_30_3_136,0.4444975444
3_53_3_4155,0.4431589376
27_618,0.4421290965
25_26599_9660_26612_3_4,0.4419673026
528_23_3_36,0.4417321870
146_3_136_157,0.4417000300
146_3_136_383,0.4414752691
9_3_136_3_1491_3_3614_64_3_436_11648_33_23_3_15_38_3_16_3_3223,0.4411972041
3_36_4585,0.4405556029
2495_25_3_136,0.4401687994
155_156_3_136,0.4396667095
38_3_1815_25_3_303,0.4395852627
3_1118_3_295,0.4389713445
25_3_843_37_3_843_19,0.4388933923
3_967_25_3_98,0.4387668533
3_4_3_21_762_26_3_136_3,0.4385972844
51_25_3_4,0.4379527972
146_3_136_137,0.4377957019
9_26_3_1491_3_3614_530,0.4375475754
3_36_74_1072,0.4371838379
23_3_229_1179,0.4370645966
26_3_436_770_430_3_36_9_3_303_3_4_3_21,0.4370017019
1944_25_3_436,0.4362639436
3_151_152_138_23_3_36,0.4353906523
3_50_25_3_789,0.4349662951
1668_25_23_3_942,0.4348408482
3_21_38_3_151_152,0.4345187726
23_3_109_139,0.4343482490
3_136_157_19_820,0.4337938246
3_271_3_979,0.4334631295
3_36_9_852,0.4331107229
1501_88_3_514,0.4329836601
865_30_3_36,0.4324947897
3_663_3_369,0.4322982613
1425_1334,0.4321715096
2547_8367,0.4319701769
3_136_137_138,0.4314714477
557_23_3_36,0.4313128272
987_23_3_140,0.4307178705
38_3_16_426_3_1937_132_2426_138,0.4307095919
3_4_312_3_229,0.4304889766
770_26_3_36,0.4301705316
3_77_37_283,0.4299638099
14_3_15_3_39,0.4283168469
629_23_3_36_760,0.4278680325
23_396_3_942,0.4276843966
3_28158_3_36,0.4274770516
3_21_3_280_770,0.4264877600
3_53_37_3_39_3_50,0.4243375440
3_21_426_3_1023,0.4240046037
3_36_37_404_760,0.4239029259
2650_3_136_157_281_1072,0.4236254398
3_2536_3_229,0.4235945802
770_430_3_36_9_3_303_3_4_3,0.4234081399
13_14_3_15,0.4228933091
3_280_770_23_3_36,0.4224915242
2252_143_3_50_9_3_4,0.4223062068
3_136_3274_281,0.4222810341
5923_25_26_3,0.4218167211
3_136_3_136_3_136,0.4218160585
426_35_3_36_261_3_4_3,0.4210332001
3_303_9_3_21,0.4207214189
23_3_789_3_50_25_3_303,0.4200418710
3_372_19_27_3_98,0.4186250057
3_4_3_12,0.4184404426
3_36_74_760_3_4,0.4171062226
38_3_36_760_350_3_21,0.4169319719
538_38_3_16,0.4165511208
88_23_3_514,0.4162364270
157_815_19_3_136_281_820,0.4160882639
23_3_50_25_3_303_3_4,0.4147992903
602_1952,0.4145791334
3_4_11_3_12_37_3_21,0.4140962367
48_26_3_1181,0.4138878718
3_15_2374_25_3_4,0.4137742024
3_303_3_21,0.4136880313
350_23_3_2258,0.4131737431
820_155_156_3_136,0.4124220261
1238_19_3_136,0.4118819955
3_136_3_765,0.4116017198
3_21_3_36_9_26599_14712_26612_3_4_3_21,0.4110584450
3_36_9_3_303_3_4_3_21_3_16,0.4109732089
785_25_3_39,0.4105518442
3_789_3_12_37,0.4103671927
