2.4501476963	0.0064268229	34.0536356641	3.1052882140	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2.9844459072	0.0001684771	0.0000000000
441.2890158730	0.0851080857	225.3189009465	0.7337872251	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.5000000000	4.7668746710	0.0205555556	1.0000000000
79.9061325771	0.0437517407	236.5660405610	2.7634208418	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.5000000000	3.8592277169	0.0021978022	1.0000000000
9.9940234981	0.0124569754	80.5695542450	2.2812360372	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.0000000000	0.5000000000	4.0310634151	0.0001551762	1.0000000000
318.5717437885	0.0661900752	178.6792788509	0.4709168094	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.5000000000	4.7051931620	0.0057943925	0.0000000000
2316.7135158733	0.4819464515	1751.0265011546	1.6041842232	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	4.6732344627	0.4737945493	0.6371681416
4316.4254020495	0.4950801409	1071.3834093415	1.1527054919	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	5.3299281597	0.2776572668	0.4062500000
1987.1052607988	0.3225223692	896.1432374743	1.5647142351	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.5000000000	4.9129681587	0.1119544592	0.9830508475
28899.3846153846	0.8243101234	544.3935057553	4.0377358491	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	6.6358301640	0.6794871795	1.0000000000
39.7208477692	0.0262150059	143.5931711208	0.9478363293	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.5000000000	3.8042232394	0.0008105749	0.0000000000
