2716.4408413672	0.2522466970	260.9335670117	5.6114893415	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.3302693188	0.3142857143	0.1515151515
190.6259619450	0.0290803363	31.5018791617	5.5370084757	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.5906883329	0.1818181818	0.3333333333
27931.3496732026	0.7431605356	133.0875647555	2.3666793491	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2857142857	3.0374992000	0.6842105263	0.6923076923
1491.5989073815	0.1626913358	182.6900978948	3.1542398206	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2000000000	2.0301513582	0.4901960784	0.0000000000
5524.8823529412	0.6416889479	904.7868094203	11.4390786342	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2000000000	0.8435132563	1.0000000000	0.2571428571
7629.5994397759	0.3962946965	259.2539281203	8.0907673313	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2000000000	1.2786414206	1.0000000000	0.0000000000
296.1280019861	0.2237229963	1445.4611171978	12.9519655562	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.7616919354	0.6546391753	0.1968503937
793.0113493836	0.1908175333	460.6327898109	8.9133303827	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.3056021407	0.1778350515	0.0000000000
471.3798686750	0.1814822670	646.3447498401	10.8024299470	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.7711872831	0.2741514360	0.2666666667
834.6206183329	0.2198154488	585.2470226902	7.3123371746	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.1627548113	0.2271540470	0.0000000000
424548.8071748879	5.9662729200	1632.8065639790	3.4568855750	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2.1641452089	1.0000000000	0.8492063492
